task,step,progress,filename,source_path,dest_path,is_new,is_updated,pruned_count
pygame-coinrun,3500000,70.0,pygame-coinrun_3500000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-coinrun/20251227_022506_eval_20251226_021246_expert_pygame-coinrun/wandb/run-20251227_022509-cgnohwq3/files/media/videos/videos/eval_video_0_6080468b33893a0d94e4.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-coinrun_3500000.mp4,False,False,0
pygame-cowboy,3600000,72.0,pygame-cowboy_3600000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-cowboy/20251227_022507_eval_20251226_215928_expert_pygame-cowboy/wandb/run-20251227_022509-hgvv8140/files/media/videos/videos/eval_video_0_9dcdff7c4160e080341d.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-cowboy_3600000.mp4,False,False,0
pygame-highway,5000000,100.0,pygame-highway_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-highway/20251227_022506_eval_20251226_210445_expert_pygame-highway/wandb/run-20251227_022507-ztsl2n46/files/media/videos/videos/eval_video_0_c53c67a4e6860099d340.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-highway_5000000.mp4,False,False,0
pygame-landing,5000000,100.0,pygame-landing_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-landing/20251227_022506_eval_20251226_021247_expert_pygame-landing/wandb/run-20251227_022508-tgtdb3e2/files/media/videos/videos/eval_video_0_2c74a5c3313ff61a3c43.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-landing_5000000.mp4,False,False,0
pygame-reacher-hard,4400000,88.0,pygame-reacher-hard_4400000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-reacher-hard/20251227_022506_eval_20251226_215929_expert_pygame-reacher-hard/wandb/run-20251227_022508-t29dglzb/files/media/videos/videos/eval_video_0_4ec2f346e78f0c21011c.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-reacher-hard_4400000.mp4,False,True,1
pygame-reacher-var1,1800000,36.0,pygame-reacher-var1_1800000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-reacher-var1/20251227_022505_eval_20251226_210434_expert_pygame-reacher-var1/wandb/run-20251227_022508-fobxtdcr/files/media/videos/videos/eval_video_0_5a9e81fe7468623500b4.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-reacher-var1_1800000.mp4,False,True,1
pygame-rocket-collect,1600000,32.0,pygame-rocket-collect_1600000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-rocket-collect/20251227_022506_eval_20251226_210447_expert_pygame-rocket-collect/wandb/run-20251227_022508-mwn76in1/files/media/videos/videos/eval_video_0_bef8dfbcd309353d5b3e.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-rocket-collect_1600000.mp4,False,False,0
pygame-spaceship,5000000,100.0,pygame-spaceship_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/pygame-spaceship/20251218_182934_expert_pygame-spaceship/wandb/run-20251218_183022-4jfn90zf/files/media/videos/videos/eval_video_5000000_3473e74c2bd103698ece.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/pygame-spaceship_5000000.mp4,False,False,0
quadruped-run,5000000,100.0,quadruped-run_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/quadruped-run/20251217_105659_expert_quadruped-run/wandb/run-20251217_105745-44plkngf/files/media/videos/videos/eval_video_5000000_1fa95556fdfea4379cdc.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/quadruped-run_5000000.mp4,False,False,0
quadruped-walk,5000000,100.0,quadruped-walk_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/quadruped-walk/20251217_095705_expert_quadruped-walk/wandb/run-20251217_095807-1k7hazeb/files/media/videos/videos/eval_video_5000000_d6d4a0068dcde450c067.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/quadruped-walk_5000000.mp4,False,False,0
rd-flat-block-in-bin,2000000,40.0,rd-flat-block-in-bin_2000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/rd-flat-block-in-bin/20251227_022505_eval_20251226_215929_expert_rd-flat-block-in-bin/wandb/run-20251227_022509-2ppmv56l/files/media/videos/videos/eval_video_0_b605958961940eba67b2.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/rd-flat-block-in-bin_2000000.mp4,False,False,0
rd-open-drawer,5000000,100.0,rd-open-drawer_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/rd-open-drawer/20251222_225159_expert_rd-open-drawer/wandb/run-20251222_225250-3fd5ckgf/files/media/videos/videos/eval_video_5000000_e9696e995f568af9c4d2.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/rd-open-drawer_5000000.mp4,False,False,0
rd-open-slide,1900000,38.0,rd-open-slide_1900000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/rd-open-slide/20251227_022506_eval_20251226_210432_expert_rd-open-slide/wandb/run-20251227_022509-1mnyg8dt/files/media/videos/videos/eval_video_0_47be410931fe45f18294.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/rd-open-slide_1900000.mp4,False,False,0
rd-push-blue,1600000,32.0,rd-push-blue_1600000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/rd-push-blue/20251227_022506_eval_20251226_210433_expert_rd-push-blue/wandb/run-20251227_022509-tybxpvrl/files/media/videos/videos/eval_video_0_c4f23553d2763a7834a8.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/rd-push-blue_1600000.mp4,False,False,0
rd-push-green,2400000,48.0,rd-push-green_2400000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/rd-push-green/20251227_022506_eval_20251226_215926_expert_rd-push-green/wandb/run-20251227_022509-60phktye/files/media/videos/videos/eval_video_0_a666a4ccd34b52e1dddf.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/rd-push-green_2400000.mp4,False,False,0
rd-push-red,2200000,44.0,rd-push-red_2200000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/rd-push-red/20251225_173601_expert_rd-push-red/wandb/run-20251225_173603-t8wnn8gg/files/media/videos/videos/eval_video_140000_1ddf306a6f528b355f20.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/rd-push-red_2200000.mp4,False,False,0
reacher-easy,5000000,100.0,reacher-easy_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/reacher-easy/20251217_173005_expert_reacher-easy/wandb/run-20251217_173053-n8j9ugu6/files/media/videos/videos/eval_video_5000000_be821bf7da61e62d6024.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/reacher-easy_5000000.mp4,False,False,0
reacher-hard,5000000,100.0,reacher-hard_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/reacher-hard/20251216_064508_expert_reacher-hard/wandb/run-20251216_064613-0cbsc0mg/files/media/videos/videos/eval_video_5000000_45919c455585cf78012b.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/reacher-hard_5000000.mp4,False,False,0
reacher-three-easy,5000000,100.0,reacher-three-easy_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/reacher-three-easy/20251219_141112_expert_reacher-three-easy/wandb/run-20251219_141214-a7hrf9z5/files/media/videos/videos/eval_video_5000000_68df7f1c33dfb01326ef.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/reacher-three-easy_5000000.mp4,False,False,0
reacher-three-hard,5000000,100.0,reacher-three-hard_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/reacher-three-hard/20251220_212356_expert_reacher-three-hard/wandb/run-20251220_212459-sox7pm8i/files/media/videos/videos/eval_video_5000000_4847b3eeabb1569520cc.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/reacher-three-hard_5000000.mp4,False,False,0
spinner-jump-four,5000000,100.0,spinner-jump-four_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/spinner-jump-four/20251225_173601_expert_spinner-jump-four/wandb/run-20251225_173603-mcsuhm1j/files/media/videos/videos/eval_video_240000_b69afa8f5c28bb02c60a.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/spinner-jump-four_5000000.mp4,False,False,0
spinner-spin,5000000,100.0,spinner-spin_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/spinner-spin/20251216_011340_expert_spinner-spin/wandb/run-20251216_011440-yfz0n0a5/files/media/videos/videos/eval_video_5000000_50f052b3a7419ff699ba.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/spinner-spin_5000000.mp4,False,False,0
spinner-spin-backward,5000000,100.0,spinner-spin-backward_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/spinner-spin-backward/20251216_011341_expert_spinner-spin-backward/wandb/run-20251216_011443-p8se3ryo/files/media/videos/videos/eval_video_5000000_595f576a866b64ef2acf.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/spinner-spin-backward_5000000.mp4,False,False,0
spinner-spin-backward-four,5000000,100.0,spinner-spin-backward-four_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/spinner-spin-backward-four/20251227_022506_eval_20251226_214422_expert_spinner-spin-backward-four/wandb/run-20251227_022508-48ahgumn/files/media/videos/videos/eval_video_0_ec482735a039358daf85.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/spinner-spin-backward-four_5000000.mp4,False,False,0
spinner-spin-four,5000000,100.0,spinner-spin-four_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/spinner-spin-four/20251227_022506_eval_20251226_101906_expert_spinner-spin-four/wandb/run-20251227_022509-cpzsci2n/files/media/videos/videos/eval_video_0_0e5c8e10d3a5c2a46bb1.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/spinner-spin-four_5000000.mp4,False,False,0
walker-arabesque,5000000,100.0,walker-arabesque_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-arabesque/20251227_022506_eval_20251226_214422_expert_walker-arabesque/wandb/run-20251227_022509-os6x09uy/files/media/videos/videos/eval_video_0_bc425c54776938caa0fa.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-arabesque_5000000.mp4,False,False,0
walker-headstand,5000000,100.0,walker-headstand_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-headstand/20251227_022506_eval_20251226_214425_expert_walker-headstand/wandb/run-20251227_022509-t3aezr4s/files/media/videos/videos/eval_video_0_6b98e39eec58449b48b2.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-headstand_5000000.mp4,False,False,0
walker-legs-up,5000000,100.0,walker-legs-up_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-legs-up/20251227_022506_eval_20251226_214425_expert_walker-legs-up/wandb/run-20251227_022509-mvj7tevu/files/media/videos/videos/eval_video_0_2e62ac43e963da3bb534.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-legs-up_5000000.mp4,False,False,0
walker-lie-down,5000000,100.0,walker-lie-down_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-lie-down/20251227_022506_eval_20251226_034837_expert_walker-lie-down/wandb/run-20251227_022509-kpafux9w/files/media/videos/videos/eval_video_0_81fbe3a1b56f45a6357d.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-lie-down_5000000.mp4,False,False,0
walker-run,5000000,100.0,walker-run_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-run/20251216_011345_expert_walker-run/wandb/run-20251216_011450-2gvvfeki/files/media/videos/videos/eval_video_5000000_3a1e3f49a50ec78861fc.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-run_5000000.mp4,False,False,0
walker-run-backward,5000000,100.0,walker-run-backward_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-run-backward/20251216_011348_expert_walker-run-backward/wandb/run-20251216_011455-339ylyvz/files/media/videos/videos/eval_video_5000000_34fa3258ddf22748f27e.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-run-backward_5000000.mp4,False,False,0
walker-run-incline,5000000,100.0,walker-run-incline_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-run-incline/20251227_022506_eval_20251226_095033_expert_walker-run-incline/wandb/run-20251227_022509-67tlkrhj/files/media/videos/videos/eval_video_0_c4c7a5203d1b1f9c238b.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-run-incline_5000000.mp4,False,False,0
walker-stand,5000000,100.0,walker-stand_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-stand/20251216_011347_expert_walker-stand/wandb/run-20251216_011453-wv2jj78m/files/media/videos/videos/eval_video_5000000_9a81427fabbf744a0aa0.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-stand_5000000.mp4,False,False,0
walker-stand-incline,5000000,100.0,walker-stand-incline_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-stand-incline/20251227_022507_eval_20251226_034837_expert_walker-stand-incline/wandb/run-20251227_022509-mbdiut3p/files/media/videos/videos/eval_video_0_3e9714538cb426282b50.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-stand-incline_5000000.mp4,False,False,0
walker-walk,5000000,100.0,walker-walk_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-walk/20251217_100353_expert_walker-walk/wandb/run-20251217_100454-orltzkv5/files/media/videos/videos/eval_video_5000000_2e92e76df817328aef78.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-walk_5000000.mp4,False,False,0
walker-walk-backward,5000000,100.0,walker-walk-backward_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-walk-backward/20251216_011349_expert_walker-walk-backward/wandb/run-20251216_011459-w5za2b67/files/media/videos/videos/eval_video_5000000_cf83183c196adda4b152.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-walk-backward_5000000.mp4,False,False,0
walker-walk-incline,5000000,100.0,walker-walk-incline_5000000.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/logs/walker-walk-incline/20251227_022506_eval_20251226_215927_expert_walker-walk-incline/wandb/run-20251227_022509-6lcer7mj/files/media/videos/videos/eval_video_0_505806ac7c380185723b.mp4,/home/projects/dharel/nadavt/repos/newt/tdmpc2/discover/videos_for_presentation/walker-walk-incline_5000000.mp4,False,False,0
